player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
Pablo Insua,2020,Spain,DF,26,20,1587.0,6.73,0,0,0.2,20,18,24,0
Pablo Maffeo,2017,Spain,DF,20,33,2642.0,6.820000000000001,0,1,0.9,70,55,50,0
Pablo Maffeo,2018,Spain,DF,21,8,597.0,6.659517611732362,0,0,0.2,10,13,13,0
Pablo Maffeo,2020,Spain,DF,23,25,1964.0,6.88,1,4,0.7,60,17,35,0
Pablo Maffeo,2021,Spain,DF,24,35,2945.0,6.829999999999999,1,4,1.7,53,47,46,0
Pablo Maffeo,2022,Spain,DF,25,35,2975.0,6.8,2,4,1.8,61,46,26,0
Pablo Maffeo,2023,Spain,DF,26,22,1454.0,6.75,1,2,0.8,41,22,10,0
Pablo Martinez,2017,France,DF,28,24,2115.0,6.68,0,1,1.0,63,34,51,0
Pablo Martinez,2018,France,DF,29,32,2815.0,7.09,3,1,1.3,148,34,52,0
Pablo Martinez,2019,France,DF,30,26,2339.0,6.87,2,1,1.1,84,21,58,0
Pablo Martinez,2020,France,DF,31,7,540.0,6.703714615447802,0,1,0.0,21,7,11,0
Pablo Martínez,2019,Spain,MF,21,5,33.0,6.636281669425445,0,0,0.1,0,0,0,0
Pablo Martínez,2021,Spain,MF,23,13,656.0,6.62,0,1,0.5,20,8,15,0
Pablo Marín,2022,Spain,MF,19,10,360.0,6.643868452241722,0,0,1.2,15,5,4,0
Pablo Pagis,2023,France,MF,20,3,165.0,6.6422838547825025,0,0,0.1,5,6,3,0
Pablo Rodríguez,2022,Spain,FW,20,4,54.0,6.640653011571417,0,0,0.0,3,1,0,0
Pablo Rosario,2021,Netherlands,MF,24,36,2729.0,6.81,0,2,1.2,186,37,38,0
Pablo Rosario,2022,Netherlands,MF,25,31,1767.0,6.75,0,1,0.9,112,26,23,0
Pablo Rosario,2023,Netherlands,MF,26,30,2009.0,6.94,0,0,1.2,93,25,29,0
Pablo Saenz,2023,Spain,MF,22,1,19.0,6.637036257482689,0,0,0.0,2,3,0,0
Pablo Sarabia,2017,Spain,FW,25,34,2395.0,6.879999999999999,6,5,7.3,136,19,30,0
Pablo Sarabia,2018,Spain,MF,26,33,2724.0,7.28,12,13,12.0,191,15,22,0
Pablo Sarabia,2019,Spain,FW,27,21,1164.0,6.95,4,3,3.2,73,7,10,0
Pablo Sarabia,2020,Spain,FW,28,27,1320.0,6.88,6,4,5.3,66,11,5,0
Pablo Sarabia,2021,Spain,FW,29,2,22.0,6.655769409708909,1,0,1.0,0,0,0,0
Pablo Sarabia,2022,Spain,FW,30,54,567.5,6.609999999999999,2,0,8.8,118,20,8,0
Pablo Sarabia,2023,Spain,MF,31,30,1745.0,7.09,4,7,5.5,109,13,10,0
Pablo Torre,2022,Spain,FW,19,8,144.0,6.655543014828136,0,0,0.0,11,1,2,0
Pablo Torre,2023,Spain,MF,20,26,701.0,6.679999999999999,0,2,0.8,65,2,4,0
Pablo Zabaleta,2017,Argentina,DF,32,37,3289.0,6.74,0,1,0.4,145,67,61,0
Pablo Zabaleta,2018,Argentina,DF,33,26,2092.0,6.7,0,1,0.2,103,24,48,0
Pablo Zabaleta,2019,Argentina,DF,34,10,592.0,6.69365633842497,0,0,0.0,29,10,14,0
Paco Alcácer,2017,Spain,MF,23,17,695.0,6.859999999999999,4,3,3.9,13,3,11,0
Paco Alcácer,2018,Spain,FW,24,26,1211.0,7.1000000000000005,18,0,9.5,17,1,6,0
Paco Alcácer,2019,Spain,FW,25,24,727.0,6.88,9,2,7.6,23,5,4,0
Paco Alcácer,2020,Spain,FW,26,27,1544.0,6.79,6,4,9.0,13,3,9,0
Paco Alcácer,2021,Spain,FW,27,18,787.0,6.69,1,3,3.9,10,3,6,0
Paco Sanz,2023,Spain,DF,18,1,24.0,6.637664151011675,0,0,0.0,0,0,0,0
Paik Seung-ho,2018,South Korea,FW,21,3,60.0,6.644910281155934,0,0,0.1,2,0,3,0
Palkó Dárdai,2018,Hungary,FW,19,7,113.0,6.639270529985187,0,0,0.1,3,1,0,0
Panagiotis Tachtsidis,2019,Greece,MF,28,28,2003.0,6.76,0,2,0.8,144,27,35,0
Panos Katseris,2023,Greece,DF,22,15,1041.0,6.7,1,1,2.1,21,20,8,0
Pantelis Hatzidiakos,2023,Greece,DF,26,13,856.0,6.580000000000001,0,0,0.4,34,10,13,0
Paolo Bartolomei,2020,Italy,MF,30,6,320.0,6.67324594465946,0,1,0.1,10,2,1,0
Paolo Cannavaro,2017,Italy,DF,36,19,1443.0,6.710000000000001,0,0,0.3,49,9,27,0
Paolo Faragò,2017,Italy,DF,24,35,2457.0,6.94,2,4,3.0,108,67,23,0
Paolo Faragò,2018,Italy,MF,25,26,1703.0,6.7,1,1,2.0,61,29,15,0
Paolo Faragò,2019,Italy,DF,26,21,1343.0,6.81,1,1,1.5,64,28,10,0
Paolo Faragò,2020,Italy,DF,27,8,369.0,6.654384648659611,0,0,0.2,13,9,6,0
Paolo Ghiglione,2018,Italy,DF,21,9,514.0,6.679745758714203,1,0,0.5,10,4,4,0
Paolo Ghiglione,2019,Italy,DF,22,25,1717.0,6.590000000000001,0,5,1.8,58,16,9,0
Paolo Ghiglione,2020,Italy,DF,23,23,1358.0,6.670000000000001,0,4,0.5,27,15,13,0
Paolo Ghiglione,2021,Italy,DF,24,13,603.0,6.65,0,1,0.6,20,12,10,0
Paolo Ghiglione,2022,Italy,DF,25,15,711.0,6.61,1,1,0.8,19,11,4,0
Paolo Gozzi Iweru,2018,Italy,DF,17,1,90.0,6.6481585659152715,0,0,0.0,5,2,3,0
Paolo Sammarco,2018,Italy,MF,35,8,553.0,6.7320165202493625,1,0,0.2,49,7,3,0
Papa Amadou Diallo,2023,Senegal,FW,19,16,889.0,6.742842939777385,2,1,2.6,30,8,11,0
Papa Ndiaga Yade,2020,Mauritania,FW,20,28,1001.0,6.69,3,4,1.4,22,8,4,0
Papa Ndiaga Yade,2021,Mauritania,DF,21,18,696.0,6.61,0,1,0.2,12,10,10,0
Papa Ndiaga Yade,2022,Mauritania,DF,22,14,568.0,6.59,0,2,0.7,16,6,8,0
Papakouli Diop,2017,Senegal,MF,31,20,602.0,6.65,0,0,1.0,74,23,19,0
Papakouli Diop,2018,Senegal,MF,32,28,2352.0,6.85,1,1,2.5,157,40,37,0
Papakouli Diop,2019,Senegal,MF,33,30,2253.0,6.65,1,0,1.2,94,26,34,0
Papakouli Diop,2020,Senegal,MF,34,33,2324.0,6.73,1,1,1.7,98,29,39,0
Pape Abou Cissé,2020,Senegal,DF,24,14,1260.0,7.02,0,0,1.4,31,13,27,0
Pape Gueye,2020,Senegal,MF,21,32,2058.0,6.75,2,0,1.2,130,21,47,0
Pape Gueye,2021,Senegal,MF,22,28,1528.0,6.759999999999999,0,1,1.7,88,19,24,0
Pape Gueye,2022,Senegal,MF,23,60,831.5,6.715000000000001,4,8,4.0,180,58,62,0
Pape Gueye,2023,Senegal,MF,24,15,765.0,6.96,1,0,0.4,61,21,13,0
Pape Matar Sarr,2020,Senegal,MF,17,22,1594.0,7.03,3,0,1.1,99,29,27,0
Pape Matar Sarr,2021,Senegal,MF,18,33,2129.0,6.78,1,3,2.1,115,26,29,0
Pape Matar Sarr,2022,Senegal,MF,19,11,218.0,6.682677854891916,0,1,0.1,13,6,6,0
Pape Matar Sarr,2023,Senegal,MF,20,34,2069.0,6.98,3,3,3.4,150,24,31,0
Pape Souaré,2018,Senegal,DF,28,1,1.0,6.639626595378199,0,0,0.0,0,0,1,0
Papu Gómez,2017,Argentina,MF,29,33,2750.0,7.83,6,8,11.3,152,9,22,0
Papu Gómez,2018,Argentina,MF,30,35,2899.0,7.85,7,11,8.4,238,14,16,0
Papu Gómez,2019,Argentina,MF,31,36,2842.0,7.639999999999999,7,16,7.8,276,13,17,0
Papu Gómez,2020,Argentina,MF,32,28,790.0,6.96,7,3,3.2,119,8,8,0
Papu Gómez,2021,Argentina,FW,33,29,1784.0,6.9,5,1,2.0,105,11,7,0
Papu Gómez,2022,Argentina,FW,34,19,1065.0,6.82,1,1,1.4,82,4,4,0
Papu Gómez,2023,Argentina,MF,35,2,41.0,6.643738513324576,0,0,0.0,3,0,1,0
Papy Djilobodji,2017,Senegal,DF,28,30,2699.0,6.98,0,1,1.4,122,29,71,0
Papy Djilobodji,2018,Senegal,DF,29,4,175.0,6.648865005193399,0,0,0.1,10,1,0,0
Pascal Groß,2017,Germany,FW,26,38,2928.0,7.180000000000001,7,8,3.3,153,24,14,0
Pascal Groß,2018,Germany,MF,27,25,1864.0,7.01,3,3,4.4,110,12,13,0
Pascal Groß,2019,Germany,MF,28,29,1796.0,7.05,2,4,1.6,135,13,9,0
Pascal Groß,2020,Germany,MF,29,34,2484.0,7.159999999999999,3,8,4.9,165,24,23,0
Pascal Groß,2021,Germany,MF,30,29,2038.0,7.17,2,4,2.9,149,15,18,0
Pascal Groß,2022,Germany,MF,31,37,3239.0,7.26,9,8,5.4,255,38,13,0
Pascal Groß,2023,Germany,MF,32,36,3114.0,7.55,4,10,6.5,302,46,22,0
Pascal Klemens,2022,Germany,DF,17,1,90.0,6.640997234693658,0,0,0.0,1,0,1,0
Pascal Stenzel,2017,Germany,MF,21,25,1941.0,6.99,1,0,0.5,82,45,35,0
Pascal Stenzel,2018,Germany,DF,22,21,1449.0,6.85,0,2,1.0,60,26,30,0
Pascal Stenzel,2020,Germany,DF,24,23,1276.0,6.61,0,1,0.2,73,14,26,0
Pascal Stenzel,2021,Germany,DF,25,16,899.0,6.77,0,0,0.2,54,11,11,0
Pascal Stenzel,2022,Germany,DF,26,12,333.0,6.679851777338353,0,1,0.0,13,8,5,0
Pascal Stenzel,2023,Germany,DF,27,23,1064.0,7.02,0,5,0.3,85,8,15,0
Pascal Struijk,2020,Netherlands,DF,20,27,2075.0,6.94,1,0,1.7,71,30,47,0
Pascal Struijk,2021,Netherlands,DF,21,29,2055.0,6.7,1,0,1.4,86,39,33,0
Pascal Struijk,2022,Netherlands,DF,22,29,2200.0,6.75,2,1,1.4,119,57,32,0
Pascu,2023,Spain,FW,20,1,14.0,6.640405429642593,0,0,0.0,2,0,0,0
Pasquale Mazzocchi,2021,Italy,DF,26,33,1256.0,6.54,0,2,0.4,73,27,32,0
Pasquale Mazzocchi,2022,Italy,DF,27,27,1958.0,6.71,2,3,1.3,60,18,10,0
Pasquale Mazzocchi,2023,Italy,DF,28,28,850.0,6.49,0,2,0.5,60,21,6,0
Pasquale Schiattarella,2017,Italy,MF,30,31,1990.0,6.88,1,3,0.7,150,31,24,0
Pasquale Schiattarella,2018,Italy,MF,31,28,1841.0,6.94,0,4,0.6,125,27,22,0
Pasquale Schiattarella,2020,Italy,MF,33,29,2247.0,6.82,1,1,0.7,144,22,32,0
Patric,2017,Spain,DF,24,11,592.0,6.6669553624607625,0,0,0.1,23,6,3,0
Patric,2018,Spain,DF,25,15,1085.0,6.74,0,0,1.2,58,11,12,0
Patric,2019,Spain,DF,26,21,1670.0,6.92,0,0,0.2,114,20,15,0
Patric,2020,Spain,DF,27,25,1595.0,6.680000000000001,0,1,0.5,77,16,18,0
Patric,2021,Spain,DF,28,24,1649.0,6.76,1,1,0.9,52,15,12,0
Patric,2022,Spain,DF,29,18,1413.0,7.11,0,0,0.1,27,11,11,0
Patric,2023,Spain,DF,30,20,1608.0,6.97,2,0,1.4,72,8,6,0
Patric Pfeiffer,2023,Germany,DF,23,11,511.0,6.694060928885735,0,1,0.5,19,7,11,0
Patrice Evra,2017,France,DF,36,9,288.5,6.660875629081018,0,0,0.1,11,9,10,0
Patrick Bamford,2020,England,FW,26,38,3050.0,7.01,17,7,18.2,31,9,10,0
Patrick Bamford,2021,England,FW,27,9,559.0,6.727505518034741,2,2,3.0,12,0,2,0
Patrick Bamford,2022,England,FW,28,28,1515.0,6.6,4,2,8.5,23,6,5,0
Patrick Berg,2021,Norway,MF,23,14,307.0,6.64,0,0,0.0,15,6,4,0
Patrick Berg,2022,Norway,MF,24,3,25.0,6.643738513324576,0,0,0.0,3,0,1,0
Patrick Burner,2017,Martinique,DF,21,13,897.0,6.82,0,0,0.1,44,12,13,0
Patrick Burner,2018,Martinique,DF,22,17,1352.0,6.699999999999999,0,0,0.2,45,23,31,0
Patrick Burner,2019,Martinique,DF,23,20,1434.0,6.7299999999999995,1,1,0.3,101,25,30,0
Patrick Burner,2020,Martinique,DF,24,22,1317.0,6.54,0,0,0.3,56,11,24,0
Patrick Ciurria,2022,Italy,DF,27,36,2753.0,6.919999999999999,6,5,4.8,91,18,7,0
Patrick Ciurria,2023,Italy,DF,28,22,1598.0,6.98,0,1,1.5,68,18,9,0
Patrick Cutrone,2017,Italy,FW,19,28,1503.0,6.83,10,1,7.8,20,10,3,0
Patrick Cutrone,2018,Italy,FW,20,34,1457.0,6.68,3,2,3.0,13,5,7,0
Patrick Cutrone,2019,Italy,FW,21,31,567.5,6.739999999999999,6,1,6.1,10,4,4,0
Patrick Cutrone,2020,Italy,FW,22,18,152.0,6.636778174644734,0,0,0.6000000000000001,5,3,2,0
Patrick Cutrone,2021,Italy,FW,23,28,1401.0,6.64,3,0,3.7,16,2,5,0
Patrick Dorgu,2023,Denmark,DF,18,32,1564.0,6.83,2,0,2.0,49,22,9,0
Patrick Erras,2018,Germany,MF,23,19,1222.0,6.730000000000001,0,1,0.8,37,10,23,0
Patrick Erras,2020,Germany,FW,25,4,26.0,6.639034790327134,0,0,0.0,1,0,0,0
Patrick Herrmann,2017,Germany,MF,26,23,1124.0,6.7,0,1,1.9,28,21,17,0
Patrick Herrmann,2018,Germany,FW,27,24,1079.0,6.86,3,2,1.5,43,14,6,0
Patrick Herrmann,2019,Germany,FW,28,27,1453.0,6.98,6,6,6.9,35,11,11,0
Patrick Herrmann,2020,Germany,FW,29,27,876.0,6.73,0,3,2.3,24,6,10,0
Patrick Herrmann,2021,Germany,DF,30,23,754.0,6.81,0,4,1.1,19,7,6,0
Patrick Herrmann,2022,Germany,FW,31,21,164.0,6.650000000000001,1,0,0.4,6,2,2,0
Patrick Herrmann,2023,Germany,FW,32,8,86.0,6.640593238551953,0,0,0.2,6,4,1,0
Patrick Mainka,2023,Germany,DF,28,34,3060.0,7.05,2,0,3.2,122,49,49,0
Patrick Osterhage,2021,Germany,MF,21,13,599.0,6.686983834921158,0,1,0.3,11,6,11,0
Patrick Osterhage,2022,Germany,MF,22,23,1029.0,6.52,0,0,0.3,26,17,12,0
Patrick Osterhage,2023,Germany,MF,23,24,1861.0,6.85,2,1,1.4,64,26,27,0
Patrick Pentz,2022,Austria,GK,25,7,630.0,6.683022435317449,0,0,0.0,0,0,0,16
Patrick Roberts,2018,England,MF,21,19,601.0,6.49,0,0,0.8,26,6,3,0
Patrick Roberts,2019,England,FW,22,3,26.0,6.640405429642593,0,0,0.0,2,0,0,0
Patrick Twumasi,2018,Ghana,MF,24,11,170.0,6.644469416840277,0,0,0.1,7,3,1,0
Patrick Wimmer,2021,Austria,FW,20,31,2052.0,6.82,3,6,3.7,76,31,27,0
Patrick Wimmer,2022,Austria,FW,21,26,1648.0,6.97,4,8,4.4,64,26,15,0
Patrick Wimmer,2023,Austria,FW,22,14,589.0,6.69,2,0,1.4,15,5,3,0
Patrick van Aanholt,2017,Netherlands,DF,26,28,2184.0,6.97,5,1,3.1,92,32,47,0
Patrick van Aanholt,2018,Netherlands,DF,27,36,3195.0,6.940000000000001,3,2,2.6,212,24,40,0
Patrick van Aanholt,2019,Netherlands,DF,28,29,2507.0,6.8999999999999995,3,2,2.1,143,23,45,0
Patrick van Aanholt,2020,Netherlands,DF,29,22,1777.0,6.68,0,1,1.4,103,22,30,0
Patrik Schick,2017,Czech Republic,FW,21,22,992.0,6.77,2,0,3.1,21,7,2,0
Patrik Schick,2018,Czech Republic,FW,22,24,1314.0,6.75,3,0,5.4,21,5,3,0
Patrik Schick,2019,Czech Republic,FW,23,22,1298.0,6.95,10,2,7.2,20,3,2,0
Patrik Schick,2020,Czech Republic,FW,24,29,1866.0,6.9,9,1,9.2,19,2,3,0
Patrik Schick,2021,Czech Republic,FW,25,27,2076.0,7.26,24,3,18.1,25,2,3,0
Patrik Schick,2022,Czech Republic,FW,26,14,941.0,6.72,3,1,4.6,11,0,1,0
Patrik Schick,2023,Czech Republic,FW,27,20,1063.0,6.97,7,0,6.0,17,4,1,0
Patson Daka,2021,Zambia,FW,22,23,1159.0,6.73,5,3,4.2,17,10,2,0
Patson Daka,2022,Zambia,FW,23,30,1187.0,6.77,4,4,3.5,17,8,7,0
Pau Cubarsí,2023,Spain,DF,16,19,1558.0,6.99,0,0,0.1,75,14,12,0
Pau López,2017,Spain,GK,22,29,2567.0,6.92,0,0,0.0,0,0,1,0
Pau López,2018,Spain,GK,23,33,2970.0,6.780000000000001,0,0,0.0,1,0,2,86
Pau López,2019,Spain,GK,24,32,2880.0,6.79,0,0,0.0,1,0,1,86
Pau López,2020,Spain,GK,25,21,1817.0,6.82,0,0,0.0,2,0,0,59
Pau López,2021,Spain,GK,26,29,2610.0,6.85,0,1,0.0,1,0,0,55
Pau López,2022,Spain,GK,27,33,2925.0,6.99,0,2,0.0,2,0,0,90
Pau López,2023,Spain,GK,28,33,2939.0,6.94,0,0,0.0,0,0,0,86
Pau Torres,2017,Spain,DF,20,2,52.0,6.640405429642593,0,0,0.0,2,0,0,0
Pau Torres,2019,Spain,DF,22,34,2971.0,6.95,2,1,1.7,104,21,27,0
Pau Torres,2020,Spain,DF,23,33,2970.0,7.0,2,2,1.5,133,11,23,0
Pau Torres,2021,Spain,DF,24,33,2855.0,7.09,5,1,3.0,162,19,19,0
Pau Torres,2022,Spain,DF,25,34,3054.0,7.04,1,0,2.4,197,25,13,0
Pau Torres,2023,Spain,DF,26,29,2464.0,6.839999999999999,2,0,1.0,128,18,14,0
Paul Baysse,2017,France,DF,29,23,902.5,6.909999999999999,1,0,1.7000000000000002,60,18,27,0
Paul Baysse,2018,France,DF,30,21,931.0,6.890000000000001,0,0,0.8,36,14,32,0
Paul Baysse,2020,France,DF,32,31,2614.0,7.01,2,2,1.5,88,18,52,0
Paul Baysse,2021,France,MF,33,2,11.0,6.63654109362504,0,0,0.0,0,1,0,0
Paul Bernardoni,2018,France,GK,21,38,3420.0,6.85,0,0,0.0,0,1,1,122
Paul Bernardoni,2019,France,GK,22,25,2203.0,6.85,0,0,0.0,0,0,0,71
Paul Bernardoni,2020,France,GK,23,38,3420.0,6.68,0,0,0.0,0,1,2,82
Paul Bernardoni,2021,France,GK,24,32,1440.0,6.71,0,0,0.0,0,2,0,85
Paul Bernardoni,2022,France,GK,25,27,2430.0,6.57,0,0,0.0,0,0,1,84
Paul Delecroix,2019,France,GK,30,2,136.0,6.6433339365498965,0,0,0.0,0,0,0,2
Paul Joly,2022,France,DF,22,10,867.0,6.715992341036502,0,0,0.1,41,21,24,0
Paul Lasne,2017,France,MF,28,37,3062.0,7.01,1,2,1.4,242,45,57,0
Paul Lasne,2018,France,MF,29,35,1789.0,6.71,2,0,1.4,103,33,22,0
Paul Lasne,2019,France,MF,30,19,1224.0,6.74,2,1,0.8,54,13,7,0
Paul Lasne,2020,France,MF,31,22,1681.0,6.8,0,0,0.8,69,26,47,0
Paul Lasne,2021,France,MF,32,15,847.0,6.87,0,1,0.4,34,12,24,0
Paul Nardi,2020,France,GK,26,23,2070.0,6.6,0,0,0.0,0,0,0,68
Paul Nardi,2021,France,GK,27,22,1980.0,6.55,0,0,0.0,0,0,0,56
Paul Onuachu,2022,Nigeria,FW,28,11,407.0,6.62704025082563,0,0,1.3,7,2,0,0
Paul Seguin,2021,Germany,MF,26,27,2108.0,6.64,0,3,0.5,118,31,19,0
Paul Seguin,2022,Germany,MF,27,20,691.0,6.74,1,3,1.2,49,8,6,0
Paul Verhaegh,2017,Netherlands,DF,33,31,2614.0,6.900000000000001,2,2,2.6,173,38,33,0
Paul Verhaegh,2018,Netherlands,DF,34,2,180.0,6.651962349217329,0,0,0.0,9,0,1,0
Paul-Georges Ntep,2017,Cameroon,FW,25,18,338.0,6.740000000000001,1,0,0.5,26,10,4,0
Paulinho,2017,Brazil,MF,29,34,1945.0,6.86,9,2,10.0,105,28,15,0
Paulinho,2018,Brazil,FW,18,15,180.0,6.46,0,0,0.3,10,4,2,0
Paulinho,2019,Brazil,MF,19,13,304.0,6.95,3,2,2.0,16,3,1,0
Paulinho,2021,Brazil,FW,21,24,1218.0,6.83,4,1,4.1,43,13,6,0
Paulino,2019,Spain,FW,22,3,75.0,6.642367874009117,0,0,0.0,2,0,1,0
Paulo Azzi,2023,Brazil,DF,29,25,950.0,6.68,0,0,1.2,35,11,16,0
Paulo Dybala,2017,Argentina,MF,23,33,2353.0,7.72,22,3,12.2,134,11,12,0
Paulo Dybala,2018,Argentina,FW,24,30,2137.0,7.26,5,4,5.0,143,8,14,0
Paulo Dybala,2019,Argentina,FW,25,33,2155.0,7.47,11,6,9.4,135,10,13,0
Paulo Dybala,2020,Argentina,FW,26,20,1132.0,7.15,4,3,4.6,74,8,1,0
Paulo Dybala,2021,Argentina,FW,27,29,2061.0,7.41,10,5,7.6,103,13,9,0
Paulo Dybala,2022,Argentina,MF,28,25,1739.0,7.49,12,6,9.3,75,4,8,0
Paulo Dybala,2023,Argentina,FW,29,28,1959.0,7.42,13,9,10.6,122,13,3,0
Paulo Oliveira,2017,Portugal,DF,25,26,2214.0,6.95,0,0,1.1,67,22,62,0
Paulo Oliveira,2018,Portugal,DF,26,28,2245.0,6.76,0,0,0.7,83,39,36,0
Paulo Oliveira,2019,Portugal,DF,27,26,2090.0,6.83,1,0,1.0,71,19,42,0
Paulo Oliveira,2020,Portugal,DF,28,31,2641.0,6.819999999999999,0,1,0.9,80,21,59,0
Pavel Kadeřábek,2017,Czech Republic,FW,25,28,2199.0,6.85,2,3,2.7,65,30,34,0
Pavel Kadeřábek,2018,Czech Republic,DF,26,29,2509.0,6.97,3,4,3.8,91,19,34,0
Pavel Kadeřábek,2019,Czech Republic,DF,27,30,2474.0,6.93,2,7,2.8,87,22,27,0
Pavel Kadeřábek,2020,Czech Republic,DF,28,20,1588.0,6.75,0,4,1.1,86,12,18,0
Pavel Kadeřábek,2021,Czech Republic,DF,29,19,1195.0,6.76,1,2,2.3,56,10,13,0
Pavel Kadeřábek,2022,Czech Republic,DF,30,26,1665.0,6.7,1,1,1.3,61,20,14,0
Pavel Kadeřábek,2023,Czech Republic,DF,31,29,2412.0,6.96,3,4,2.5,88,19,23,0
Paweł Dawidowicz,2019,Poland,DF,24,15,693.0,6.43,1,0,0.4,35,12,12,0
Paweł Dawidowicz,2020,Poland,DF,25,30,1860.0,6.77,0,0,1.9,48,28,27,0
Paweł Dawidowicz,2021,Poland,DF,26,17,1198.0,6.79,0,0,0.5,50,18,21,0
Paweł Dawidowicz,2022,Poland,DF,27,23,1632.0,6.77,1,1,1.1,60,31,23,0
Paweł Dawidowicz,2023,Poland,DF,28,28,2143.0,6.82,0,0,0.5,89,30,24,0
Paweł Jaroszyński,2017,Poland,DF,22,11,809.0,6.698294137640072,0,0,0.0,24,12,21,0
Paweł Jaroszyński,2018,Poland,DF,23,19,1348.0,6.68,0,0,0.2,60,18,24,0
Paweł Jaroszyński,2021,Poland,DF,26,13,516.0,6.5,0,0,0.1,10,5,10,0
Paweł Olkowski,2017,Poland,DF,27,5,450.0,6.638274946822841,0,0,0.2,8,12,3,0
Pedri,2020,Spain,MF,17,37,2415.0,6.89,3,3,4.6,152,27,33,0
Pedri,2021,Spain,MF,18,12,885.0,6.850492902247005,3,1,1.3,84,12,5,0
Pedri,2022,Spain,MF,19,26,1976.0,7.28,6,1,4.9,184,22,13,0
Pedri,2023,Spain,MF,20,24,1476.0,7.22,4,2,3.1,136,24,14,0
Pedro,2017,Spain,MF,30,31,1523.0,7.0,4,2,3.0,56,11,13,0
Pedro,2018,Spain,FW,31,31,1778.0,7.22,8,2,5.3,94,14,18,0
Pedro,2019,Spain,FW,32,15,362.0,6.7248299721273135,1,1,2.4,41,8,9,0
Pedro,2020,Spain,MF,33,27,1591.0,6.94,5,2,4.2,65,14,9,0
Pedro,2021,Spain,FW,34,32,2033.0,7.05,9,4,4.7,102,23,6,0
Pedro,2022,Spain,FW,35,36,1898.0,6.86,4,3,3.4,52,24,6,0
Pedro,2023,Spain,FW,36,33,816.0,6.73,1,1,1.5,33,12,3,0
Pedro Alcalá,2017,Spain,DF,28,8,689.0,6.710523687478083,1,0,1.0,24,5,14,0
Pedro Alcalá,2018,Spain,DF,29,25,1868.0,6.94,1,1,1.0,47,23,36,0
Pedro Alcalá,2020,Spain,DF,31,13,909.0,6.59,0,0,0.1,11,4,16,0
Pedro Brazão,2018,Portugal,MF,15,1,14.0,6.637664151011675,0,0,0.0,0,0,0,0
Pedro Chirivella,2020,Spain,MF,23,32,2280.0,6.68,0,2,0.4,148,8,41,0
Pedro Chirivella,2021,Spain,MF,24,31,2637.0,6.93,3,1,1.0,216,31,37,0
Pedro Chirivella,2022,Spain,MF,25,26,2028.0,6.88,0,1,0.8,172,22,20,0
Pedro Chirivella,2023,Spain,MF,26,32,2594.0,6.86,1,1,1.5,192,28,31,0
Pedro López,2017,Spain,GK,22,5,412.0,6.68,0,0,0.0,0,0,0,0
Pedro Mendes,2017,Portugal,DF,26,34,2855.0,7.02,1,1,0.6,83,50,44,0
Pedro Mendes,2018,Portugal,DF,27,31,2667.0,7.05,1,0,0.9,93,42,48,0
Pedro Mendes,2019,Portugal,DF,28,16,1376.0,6.81,1,0,1.7,64,17,28,0
Pedro Mendes,2020,Portugal,DF,29,22,1626.0,6.790000000000001,2,0,1.3,48,19,34,0
Pedro Mosquera,2017,Spain,MF,29,23,1396.0,6.7,0,2,0.9,84,31,23,0
Pedro Mosquera,2020,Spain,MF,32,27,2050.0,6.7,0,0,0.3,141,18,31,0
Pedro Neto,2018,Portugal,FW,18,4,46.0,6.639034790327134,0,0,0.0,1,0,0,0
Pedro Neto,2019,Portugal,FW,19,29,939.0,6.7,3,3,2.2,23,4,6,0
Pedro Neto,2020,Portugal,FW,20,31,2550.0,7.11,5,6,5.1,54,9,31,0
Pedro Neto,2021,Portugal,FW,21,13,466.0,6.76,1,1,1.5,10,4,6,0
Pedro Neto,2022,Portugal,FW,22,18,964.0,6.74,0,0,1.1,24,6,4,0
Pedro Neto,2023,Portugal,FW,23,20,1516.0,7.2,2,9,3.5,54,3,5,0
Pedro Obiang,2017,Equatorial Guinea,MF,25,21,1563.0,6.9,2,0,0.4,77,34,24,0
Pedro Obiang,2018,Equatorial Guinea,MF,26,24,1128.0,6.75,0,1,0.6,65,23,12,0
Pedro Obiang,2019,Equatorial Guinea,MF,27,25,1674.0,6.780000000000001,1,1,1.7,90,31,21,0
Pedro Obiang,2020,Equatorial Guinea,MF,28,33,1469.0,6.739999999999999,0,1,0.7,56,22,22,0
Pedro Obiang,2022,Equatorial Guinea,MF,30,17,876.0,6.68,0,1,0.4,40,17,8,0
Pedro Obiang,2023,Equatorial Guinea,MF,31,8,453.0,6.677654902021964,0,0,0.0,21,4,8,0
Pedro Ortiz,2021,Spain,MF,20,1,7.0,6.6403699028302805,0,0,0.3,5,0,0,0
Pedro Pereira,2017,Portugal,DF,19,6,381.0,6.653949257821426,0,0,0.0,8,4,5,0
Pedro Pereira,2018,Portugal,DF,20,26,1384.0,6.62,0,0,0.1,53,14,14,0
Pedro Pereira,2020,Portugal,DF,22,35,2549.0,6.640000000000001,0,4,0.7,44,32,19,0
Pedro Pereira,2023,Portugal,DF,25,23,841.0,6.7,0,2,0.2,43,13,4,0
Pedro Porro,2018,Spain,DF,18,32,2211.0,6.69,0,4,1.6,109,31,39,0
